#### Nbr journees max, nbr equipes, nbr matchs
38, 159, 58715
#### Equipe 1, Equipe 2, Score 1, Score 2, Annee, journee, ID team 1, ID team 2
EntenteFontainebleau,SASpinalien,0,0,1978,21,46,116
ESTACTroyes,FCRouen1899,3,1,1978,21,49,66
FCAvignon,FCMartigues,3,1,1978,21,55,60
FCMetz,OGCNice,2,0,1978,21,61,91
FCSochaux-Montbéliard,ValenciennesFC,0,1,1978,21,69,155
GazélecFCAjaccio,OlympiquedAlès,2,2,1978,21,72,92
LimogesFC,StadeRennaisFC,1,1,1978,21,83,138
LOSC,Angoulême,3,1,1978,21,84,10
NîmesOlympique,FCNantes,0,0,1978,21,90,65
ParisFC,StadeBrestois29,6,2,1978,21,99,131
ParisSaint-Germain,RCStrasbourg,2,2,1978,21,101,111
QuimperCornouailleFC,ToursFC,2,2,1978,21,103,141
RCLens,OlympiqueLyonnais,2,3,1978,21,106,96
SCBastia,ASNancyLorraine,1,0,1978,21,118,21
SCToulon,ToulouseFC,5,0,1978,21,122,140
SMCaen,USBoulogneCO,1,1,1978,21,123,146
SRSaint-Dié,USMelun,1,0,1978,21,130,149
StadeLavallois,OlympiquedeMarseille,2,1,1978,21,136,94
USNœux-les-Mines,USLDunkerque,1,3,1978,21,151,148
ACArlesAvignon,GazélecFCAjaccio,2,2,1978,20,3,72
AmicaledeLucé,QuimperCornouailleFC,1,1,1978,20,7,103
Angoulême,ParisFC,1,0,1978,20,10,99
ASCannes,AJAuxerre,2,1,1978,20,15,6
ASNancyLorraine,ASMonaco,2,2,1978,20,21,20
ChaumontFC,AngersSCO,1,1,1978,20,33,9
FCGueugnon,LimogesFC,1,0,1978,20,56,83
FCMartigues,EntenteFontainebleau,2,0,1978,20,60,46
FCNantes,FCMetz,2,0,1978,20,65,61
FCRouen1899,NîmesOlympique,2,0,1978,20,66,90
GirondinsdeBordeaux,SCBastia,1,0,1978,20,74,118
Haguenau,SCToulon,1,0,1978,20,76,122
OGCNice,FCSochaux-Montbéliard,4,2,1978,20,91,69
OlympiquedAlès,SRSaint-Dié,0,0,1978,20,92,130
OlympiquedeMarseille,ASSaint-Etienne,3,0,1978,20,94,24
OlympiqueLyonnais,ESTACTroyes,0,0,1978,20,96,49
RCStrasbourg,RCLens,3,0,1978,20,111,106
RedStarFC,EAGuingamp,2,0,1978,20,112,45
SASpinalien,FCAvignon,1,1,1978,20,116,55
StadeBrestois29,USNœux-les-Mines,1,0,1978,20,131,151
StadedeReims,ParisSaint-Germain,0,0,1978,20,134,101
StadeRennaisFC,ASPoissy,3,0,1978,20,138,23
ToulouseFC,BesançonRC,1,1,1978,20,140,26
ToursFC,SMCaen,4,1,1978,20,141,123
USBoulogneCO,LOSC,0,2,1978,20,146,84
USLDunkerque,Châteauroux,3,0,1978,20,148,32
USMelun,ASBéziers,1,1,1978,20,149,14
ValenciennesFC,StadeLavallois,2,3,1978,20,155,136
AJAuxerre,FCMartigues,0,3,1978,2,6,60
AngersSCO,SRSaint-Dié,3,0,1978,2,9,130
ASBéziers,ACArlesAvignon,1,0,1978,2,14,3
ASMonaco,ASNancyLorraine,2,0,1978,2,20,21
ASPoissy,StadeBrestois29,0,0,1978,2,23,131
ASSaint-Etienne,OlympiquedeMarseille,2,1,1978,2,24,94
BesançonRC,ASCannes,0,0,1978,2,26,15
Châteauroux,Angoulême,3,0,1978,2,32,10
EAGuingamp,SMCaen,2,0,1978,2,45,123
EntenteFontainebleau,Haguenau,0,1,1978,2,46,76
ESTACTroyes,OlympiqueLyonnais,0,2,1978,2,49,96
FCAvignon,ChaumontFC,3,2,1978,2,55,33
FCGueugnon,USLDunkerque,0,2,1978,2,56,148
FCMetz,FCNantes,2,2,1978,2,61,65
FCSochaux-Montbéliard,OGCNice,1,2,1978,2,69,91
GazélecFCAjaccio,USMelun,3,0,1978,2,72,149
LimogesFC,RedStarFC,1,1,1978,2,83,112
LOSC,AmicaledeLucé,5,0,1978,2,84,7
NîmesOlympique,FCRouen1899,3,2,1978,2,90,66
ParisFC,StadeRennaisFC,2,0,1978,2,99,138
ParisSaint-Germain,StadedeReims,2,2,1978,2,101,134
QuimperCornouailleFC,USBoulogneCO,1,0,1978,2,103,146
RCLens,RCStrasbourg,2,2,1978,2,106,111
SASpinalien,ToulouseFC,4,2,1978,2,116,140
SCBastia,GirondinsdeBordeaux,1,2,1978,2,118,74
SCToulon,OlympiquedAlès,1,0,1978,2,122,92
StadeLavallois,ValenciennesFC,3,1,1978,2,136,155
USNœux-les-Mines,ToursFC,0,0,1978,2,151,141
AJAuxerre,ACArlesAvignon,2,0,1978,19,6,3
AngersSCO,USMelun,1,0,1978,19,9,149
ASBéziers,SRSaint-Dié,0,0,1978,19,14,130
ASPoissy,USLDunkerque,1,1,1978,19,23,148
ASSaint-Etienne,ASNancyLorraine,2,1,1978,19,24,21
BesançonRC,OlympiquedAlès,1,1,1978,19,26,92
Châteauroux,ToursFC,2,1,1978,19,32,141
EAGuingamp,USBoulogneCO,3,1,1978,19,45,146
EntenteFontainebleau,ToulouseFC,1,0,1978,19,46,140
ESTACTroyes,OlympiquedeMarseille,0,1,1978,19,49,94
FCAvignon,Haguenau,0,0,1978,19,55,76
FCGueugnon,RedStarFC,3,1,1978,19,56,112
FCMetz,ASMonaco,2,1,1978,19,61,20
FCNantes,FCRouen1899,0,0,1978,19,65,66
FCSochaux-Montbéliard,RCStrasbourg,3,2,1978,19,69,111
GazélecFCAjaccio,ASCannes,1,1,1978,19,72,15
LimogesFC,StadeBrestois29,1,1,1978,19,83,131
LOSC,SMCaen,5,0,1978,19,84,123
NîmesOlympique,ValenciennesFC,1,2,1978,19,90,155
OGCNice,OlympiqueLyonnais,3,1,1978,19,91,96
ParisFC,AmicaledeLucé,3,0,1978,19,99,7
ParisSaint-Germain,SCBastia,3,3,1978,19,101,118
QuimperCornouailleFC,Angoulême,1,1,1978,19,103,10
RCLens,GirondinsdeBordeaux,2,0,1978,19,106,74
SASpinalien,ChaumontFC,2,1,1978,19,116,33
SCToulon,FCMartigues,1,0,1978,19,122,60
StadeLavallois,StadedeReims,2,0,1978,19,136,134
USNœux-les-Mines,StadeRennaisFC,3,2,1978,19,151,138
ACArlesAvignon,ASBéziers,0,0,1978,18,3,14
AmicaledeLucé,LOSC,1,1,1978,18,7,84
Angoulême,Châteauroux,0,0,1978,18,10,32
ASCannes,BesançonRC,1,2,1978,18,15,26
ASMonaco,ParisSaint-Germain,0,0,1978,18,20,101
ASNancyLorraine,RCLens,0,0,1978,18,21,106
ChaumontFC,FCAvignon,1,1,1978,18,33,55
FCMartigues,AJAuxerre,1,1,1978,18,60,6
FCRouen1899,OGCNice,2,0,1978,18,66,91
GirondinsdeBordeaux,StadeLavallois,1,1,1978,18,74,136
Haguenau,EntenteFontainebleau,0,0,1978,18,76,46
OlympiquedAlès,SCToulon,3,3,1978,18,92,122
OlympiquedeMarseille,NîmesOlympique,1,1,1978,18,94,90
OlympiqueLyonnais,FCNantes,1,0,1978,18,96,65
RCStrasbourg,ESTACTroyes,3,0,1978,18,111,49
RedStarFC,LimogesFC,1,0,1978,18,112,83
SCBastia,ASSaint-Etienne,2,0,1978,18,118,24
SMCaen,EAGuingamp,1,1,1978,18,123,45
SRSaint-Dié,AngersSCO,4,0,1978,18,130,9
StadeBrestois29,ASPoissy,2,0,1978,18,131,23
StadedeReims,FCSochaux-Montbéliard,1,1,1978,18,134,69
StadeRennaisFC,ParisFC,0,5,1978,18,138,99
ToulouseFC,SASpinalien,0,0,1978,18,140,116
ToursFC,USNœux-les-Mines,4,1,1978,18,141,151
USBoulogneCO,QuimperCornouailleFC,1,1,1978,18,146,103
USLDunkerque,FCGueugnon,5,0,1978,18,148,56
USMelun,GazélecFCAjaccio,5,0,1978,18,149,72
ValenciennesFC,FCMetz,2,1,1978,18,155,61
AJAuxerre,SRSaint-Dié,2,0,1978,17,6,130
AngersSCO,ASCannes,1,0,1978,17,9,15
ASPoissy,ToursFC,4,0,1978,17,23,141
ASSaint-Etienne,ASMonaco,1,0,1978,17,24,20
BesançonRC,USMelun,3,0,1978,17,26,149
Châteauroux,USBoulogneCO,1,1,1978,17,32,146
EAGuingamp,Angoulême,1,1,1978,17,45,10
EntenteFontainebleau,OlympiquedAlès,1,1,1978,17,46,92
ESTACTroyes,StadedeReims,3,0,1978,17,49,134
FCAvignon,ACArlesAvignon,0,0,1978,17,55,3
FCGueugnon,StadeRennaisFC,1,0,1978,17,56,138
FCMetz,OlympiquedeMarseille,0,2,1978,17,61,94
FCNantes,ValenciennesFC,4,1,1978,17,65,155
FCRouen1899,OlympiqueLyonnais,3,2,1978,17,66,96
FCSochaux-Montbéliard,GirondinsdeBordeaux,0,0,1978,17,69,74
GazélecFCAjaccio,ASBéziers,2,0,1978,17,72,14
LimogesFC,AmicaledeLucé,2,1,1978,17,83,7
NîmesOlympique,RCStrasbourg,0,1,1978,17,90,111
OGCNice,SCBastia,3,1,1978,17,91,118
ParisFC,SMCaen,6,0,1978,17,99,123
QuimperCornouailleFC,LOSC,1,2,1978,17,103,84
RCLens,ParisSaint-Germain,3,1,1978,17,106,101
SASpinalien,FCMartigues,1,0,1978,17,116,60
SCToulon,ChaumontFC,2,0,1978,17,122,33
StadeLavallois,ASNancyLorraine,1,2,1978,17,136,21
ToulouseFC,Haguenau,1,1,1978,17,140,76
USLDunkerque,StadeBrestois29,2,2,1978,17,148,131
USNœux-les-Mines,RedStarFC,0,2,1978,17,151,112
ACArlesAvignon,EntenteFontainebleau,1,1,1978,16,3,46
AmicaledeLucé,ASPoissy,1,0,1978,16,7,23
AngersSCO,GazélecFCAjaccio,2,1,1978,16,9,72
Angoulême,LimogesFC,1,0,1978,16,10,83
ASBéziers,AJAuxerre,1,1,1978,16,14,6
ASCannes,FCAvignon,2,0,1978,16,15,55
ASMonaco,RCLens,3,0,1978,16,20,106
ASNancyLorraine,FCSochaux-Montbéliard,1,1,1978,16,21,69
ChaumontFC,ToulouseFC,2,1,1978,16,33,140
EAGuingamp,QuimperCornouailleFC,1,3,1978,16,45,103
GirondinsdeBordeaux,ESTACTroyes,1,1,1978,16,74,49
Haguenau,FCMartigues,0,1,1978,16,76,60
LOSC,ParisFC,1,1,1978,16,84,99
OlympiquedAlès,SASpinalien,3,1,1978,16,92,116
OlympiquedeMarseille,FCNantes,2,2,1978,16,94,65
OlympiqueLyonnais,FCMetz,4,1,1978,16,96,61
ParisSaint-Germain,ASSaint-Etienne,4,1,1978,16,101,24
RCStrasbourg,FCRouen1899,2,0,1978,16,111,66
RedStarFC,USLDunkerque,1,0,1978,16,112,148
SCBastia,StadeLavallois,1,0,1978,16,118,136
SMCaen,Châteauroux,2,0,1978,16,123,32
SRSaint-Dié,BesançonRC,0,2,1978,16,130,26
StadeBrestois29,StadeRennaisFC,0,1,1978,16,131,138
StadedeReims,NîmesOlympique,2,1,1978,16,134,90
ToursFC,FCGueugnon,1,0,1978,16,141,56
USBoulogneCO,USNœux-les-Mines,3,2,1978,16,146,151
USMelun,SCToulon,0,0,1978,16,149,122
ValenciennesFC,OGCNice,2,4,1978,16,155,91
AJAuxerre,AngersSCO,1,2,1978,15,6,9
ASPoissy,Angoulême,0,2,1978,15,23,10
BesançonRC,GazélecFCAjaccio,2,0,1978,15,26,72
Châteauroux,QuimperCornouailleFC,0,0,1978,15,32,103
EntenteFontainebleau,ASCannes,0,1,1978,15,46,15
ESTACTroyes,ASSaint-Etienne,1,0,1978,15,49,24
FCAvignon,USMelun,0,1,1978,15,55,149
FCGueugnon,AmicaledeLucé,0,1,1978,15,56,7
FCMartigues,ASBéziers,3,0,1978,15,60,14
FCMetz,StadedeReims,2,1,1978,15,61,134
FCNantes,RCStrasbourg,1,1,1978,15,65,111
FCRouen1899,OlympiquedeMarseille,0,2,1978,15,66,94
FCSochaux-Montbéliard,ParisSaint-Germain,2,1,1978,15,69,101
Haguenau,ChaumontFC,3,1,1978,15,76,33
LimogesFC,USBoulogneCO,0,1,1978,15,83,146
NîmesOlympique,GirondinsdeBordeaux,3,1,1978,15,90,74
OGCNice,ASNancyLorraine,3,7,1978,15,91,21
OlympiqueLyonnais,ValenciennesFC,1,2,1978,15,96,155
ParisFC,EAGuingamp,6,0,1978,15,99,45
RCLens,SCBastia,3,4,1978,15,106,118
SASpinalien,ACArlesAvignon,2,2,1978,15,116,3
SCToulon,SRSaint-Dié,3,0,1978,15,122,130
StadeBrestois29,RedStarFC,1,5,1978,15,131,112
StadeLavallois,ASMonaco,0,0,1978,15,136,20
StadeRennaisFC,LOSC,2,2,1978,15,138,84
ToulouseFC,OlympiquedAlès,2,1,1978,15,140,92
USLDunkerque,ToursFC,4,1,1978,15,148,141
USNœux-les-Mines,SMCaen,2,0,1978,15,151,123
ACArlesAvignon,ToulouseFC,2,2,1978,14,3,140
AmicaledeLucé,USLDunkerque,0,1,1978,14,7,148
AngersSCO,BesançonRC,2,1,1978,14,9,26
Angoulême,FCGueugnon,0,2,1978,14,10,56
ASBéziers,SCToulon,0,1,1978,14,14,122
ASCannes,SASpinalien,2,0,1978,14,15,116
ASMonaco,FCSochaux-Montbéliard,2,1,1978,14,20,69
ASNancyLorraine,ESTACTroyes,1,0,1978,14,21,49
ASSaint-Etienne,RCLens,0,1,1978,14,24,106
ChaumontFC,FCMartigues,4,0,1978,14,33,60
EAGuingamp,Châteauroux,2,1,1978,14,45,32
GazélecFCAjaccio,AJAuxerre,0,0,1978,14,72,6
GirondinsdeBordeaux,FCMetz,1,0,1978,14,74,61
LOSC,USNœux-les-Mines,4,0,1978,14,84,151
OlympiquedAlès,Haguenau,3,2,1978,14,92,76
OlympiquedeMarseille,OGCNice,2,0,1978,14,94,91
ParisSaint-Germain,StadeLavallois,2,2,1978,14,101,136
QuimperCornouailleFC,ParisFC,3,2,1978,14,103,99
RCStrasbourg,OlympiqueLyonnais,2,2,1978,14,111,96
RedStarFC,StadeRennaisFC,3,1,1978,14,112,138
SCBastia,NîmesOlympique,2,1,1978,14,118,90
SMCaen,LimogesFC,1,1,1978,14,123,83
SRSaint-Dié,FCAvignon,1,0,1978,14,130,55
StadedeReims,FCNantes,1,3,1978,14,134,65
ToursFC,StadeBrestois29,2,0,1978,14,141,131
USBoulogneCO,ASPoissy,4,1,1978,14,146,23
USMelun,EntenteFontainebleau,1,0,1978,14,149,46
ValenciennesFC,FCRouen1899,3,0,1978,14,155,66
ASPoissy,SMCaen,0,1,1978,13,23,123
BesançonRC,ASBéziers,2,0,1978,13,26,14
Châteauroux,LOSC,1,0,1978,13,32,84
ChaumontFC,OlympiquedAlès,1,0,1978,13,33,92
EntenteFontainebleau,SRSaint-Dié,1,0,1978,13,46,130
ESTACTroyes,ASMonaco,3,0,1978,13,49,20
FCAvignon,GazélecFCAjaccio,2,4,1978,13,55,72
FCGueugnon,ParisFC,1,1,1978,13,56,99
FCMartigues,USMelun,1,0,1978,13,60,149
FCMetz,RCLens,2,1,1978,13,61,106
FCNantes,GirondinsdeBordeaux,4,1,1978,13,65,74
FCRouen1899,ASNancyLorraine,3,2,1978,13,66,21
FCSochaux-Montbéliard,SCBastia,2,0,1978,13,69,118
Haguenau,ACArlesAvignon,0,0,1978,13,76,3
LimogesFC,QuimperCornouailleFC,2,0,1978,13,83,103
NîmesOlympique,ParisSaint-Germain,2,1,1978,13,90,101
OGCNice,StadedeReims,4,2,1978,13,91,134
OlympiqueLyonnais,OlympiquedeMarseille,4,2,1978,13,96,94
RedStarFC,ToursFC,2,4,1978,13,112,141
SASpinalien,AJAuxerre,3,3,1978,13,116,6
SCToulon,AngersSCO,1,0,1978,13,122,9
StadeBrestois29,AmicaledeLucé,2,0,1978,13,131,7
StadeLavallois,ASSaint-Etienne,1,0,1978,13,136,24
StadeRennaisFC,USBoulogneCO,1,0,1978,13,138,146
ToulouseFC,ASCannes,2,2,1978,13,140,15
USLDunkerque,Angoulême,1,0,1978,13,148,10
USNœux-les-Mines,EAGuingamp,1,2,1978,13,151,45
ValenciennesFC,RCStrasbourg,0,0,1978,13,155,111
ACArlesAvignon,ChaumontFC,1,1,1978,12,3,33
AJAuxerre,BesançonRC,0,2,1978,12,6,26
AmicaledeLucé,RedStarFC,0,2,1978,12,7,112
AngersSCO,FCAvignon,2,1,1978,12,9,55
Angoulême,StadeBrestois29,2,0,1978,12,10,131
ASBéziers,EntenteFontainebleau,2,0,1978,12,14,46
ASCannes,Haguenau,1,0,1978,12,15,76
ASMonaco,NîmesOlympique,2,1,1978,12,20,90
ASNancyLorraine,FCNantes,3,0,1978,12,21,65
ASSaint-Etienne,FCSochaux-Montbéliard,3,1,1978,12,24,69
EAGuingamp,LimogesFC,2,0,1978,12,45,83
GazélecFCAjaccio,SCToulon,3,1,1978,12,72,122
GirondinsdeBordeaux,OlympiqueLyonnais,1,4,1978,12,74,96
LOSC,ASPoissy,3,0,1978,12,84,23
OlympiquedAlès,FCMartigues,4,2,1978,12,92,60
OlympiquedeMarseille,ValenciennesFC,3,0,1978,12,94,155
ParisFC,Châteauroux,4,2,1978,12,99,32
ParisSaint-Germain,ESTACTroyes,8,2,1978,12,101,49
QuimperCornouailleFC,USNœux-les-Mines,0,0,1978,12,103,151
RCLens,StadeLavallois,1,1,1978,12,106,136
RCStrasbourg,OGCNice,2,1,1978,12,111,91
SCBastia,FCMetz,2,0,1978,12,118,61
SMCaen,USLDunkerque,1,3,1978,12,123,148
SRSaint-Dié,ToulouseFC,0,0,1978,12,130,140
StadedeReims,FCRouen1899,3,1,1978,12,134,66
ToursFC,StadeRennaisFC,3,0,1978,12,141,138
USBoulogneCO,FCGueugnon,0,0,1978,12,146,56
USMelun,SASpinalien,1,0,1978,12,149,116
ASPoissy,EAGuingamp,2,2,1978,11,23,45
ChaumontFC,SRSaint-Dié,4,0,1978,11,33,130
EntenteFontainebleau,AngersSCO,2,3,1978,11,46,9
ESTACTroyes,SCBastia,1,0,1978,11,49,118
FCAvignon,ASBéziers,4,0,1978,11,55,14
FCGueugnon,Châteauroux,2,1,1978,11,56,32
FCMartigues,ASCannes,3,0,1978,11,60,15
FCMetz,ASSaint-Etienne,0,2,1978,11,61,24
FCNantes,ParisSaint-Germain,3,1,1978,11,65,101
FCRouen1899,ASMonaco,3,4,1978,11,66,20
FCSochaux-Montbéliard,RCLens,7,2,1978,11,69,106
Haguenau,USMelun,3,1,1978,11,76,149
LimogesFC,LOSC,1,1,1978,11,83,84
NîmesOlympique,ASNancyLorraine,1,0,1978,11,90,21
OGCNice,StadeLavallois,4,2,1978,11,91,136
OlympiquedAlès,ACArlesAvignon,3,0,1978,11,92,3
OlympiquedeMarseille,RCStrasbourg,1,0,1978,11,94,111
OlympiqueLyonnais,StadedeReims,0,1,1978,11,96,134
RedStarFC,SMCaen,1,0,1978,11,112,123
SASpinalien,BesançonRC,1,1,1978,11,116,26
SCToulon,AJAuxerre,5,0,1978,11,122,6
StadeBrestois29,USBoulogneCO,1,0,1978,11,131,146
StadeRennaisFC,Angoulême,0,3,1978,11,138,10
ToulouseFC,GazélecFCAjaccio,0,0,1978,11,140,72
ToursFC,AmicaledeLucé,3,1,1978,11,141,7
USLDunkerque,QuimperCornouailleFC,4,0,1978,11,148,103
USNœux-les-Mines,ParisFC,0,3,1978,11,151,99
ValenciennesFC,GirondinsdeBordeaux,0,1,1978,11,155,74
ACArlesAvignon,FCMartigues,2,1,1978,10,3,60
AJAuxerre,FCAvignon,1,0,1978,10,6,55
AmicaledeLucé,StadeRennaisFC,2,1,1978,10,7,138
AngersSCO,SASpinalien,1,0,1978,10,9,116
Angoulême,RedStarFC,1,0,1978,10,10,112
ASBéziers,OlympiquedAlès,0,0,1978,10,14,92
ASCannes,ChaumontFC,3,2,1978,10,15,33
ASMonaco,FCNantes,1,1,1978,10,20,65
ASNancyLorraine,OlympiqueLyonnais,3,1,1978,10,21,96
ASSaint-Etienne,NîmesOlympique,2,1,1978,10,24,90
BesançonRC,SCToulon,1,0,1978,10,26,122
Châteauroux,USNœux-les-Mines,1,0,1978,10,32,151
EAGuingamp,FCGueugnon,1,0,1978,10,45,56
GazélecFCAjaccio,EntenteFontainebleau,3,1,1978,10,72,46
GirondinsdeBordeaux,OlympiquedeMarseille,1,2,1978,10,74,94
LOSC,ToursFC,4,1,1978,10,84,141
ParisFC,LimogesFC,3,0,1978,10,99,83
ParisSaint-Germain,OGCNice,0,3,1978,10,101,91
QuimperCornouailleFC,ASPoissy,2,1,1978,10,103,23
RCLens,ESTACTroyes,3,2,1978,10,106,49
RCStrasbourg,FCMetz,5,1,1978,10,111,61
SCBastia,FCRouen1899,3,2,1978,10,118,66
SMCaen,StadeBrestois29,1,2,1978,10,123,131
SRSaint-Dié,Haguenau,1,0,1978,10,130,76
StadedeReims,ValenciennesFC,3,0,1978,10,134,155
StadeLavallois,FCSochaux-Montbéliard,3,1,1978,10,136,69
USBoulogneCO,USLDunkerque,2,1,1978,10,146,148
USMelun,ToulouseFC,0,1,1978,10,149,140
ACArlesAvignon,BesançonRC,1,0,1978,1,3,26
AmicaledeLucé,Châteauroux,0,0,1978,1,7,32
Angoulême,USNœux-les-Mines,1,1,1978,1,10,151
ASBéziers,AngersSCO,0,1,1978,1,14,9
ASCannes,SCToulon,3,2,1978,1,15,122
ASNancyLorraine,ParisSaint-Germain,4,1,1978,1,21,101
ChaumontFC,EntenteFontainebleau,2,1,1978,1,33,46
FCMartigues,ToulouseFC,5,0,1978,1,60,140
FCRouen1899,FCMetz,5,2,1978,1,66,61
GirondinsdeBordeaux,ASSaint-Etienne,2,2,1978,1,74,24
Haguenau,SASpinalien,0,1,1978,1,76,116
LOSC,EAGuingamp,2,0,1978,1,84,45
OGCNice,FCNantes,1,0,1978,1,91,65
OlympiquedAlès,FCAvignon,3,2,1978,1,92,55
OlympiquedeMarseille,FCSochaux-Montbéliard,4,0,1978,1,94,69
OlympiqueLyonnais,NîmesOlympique,3,1,1978,1,96,90
RCStrasbourg,StadeLavallois,6,2,1978,1,111,136
RedStarFC,ASPoissy,3,1,1978,1,112,23
SCBastia,ASMonaco,0,2,1978,1,118,20
SMCaen,QuimperCornouailleFC,1,1,1978,1,123,103
SRSaint-Dié,GazélecFCAjaccio,2,2,1978,1,130,72
StadeBrestois29,FCGueugnon,0,2,1978,1,131,56
StadedeReims,RCLens,0,0,1978,1,134,106
StadeRennaisFC,USLDunkerque,1,1,1978,1,138,148
ToursFC,LimogesFC,2,0,1978,1,141,83
USBoulogneCO,ParisFC,2,1,1978,1,146,99
USMelun,AJAuxerre,0,2,1978,1,149,6
ValenciennesFC,ESTACTroyes,6,1,1978,1,155,49
AmicaledeLucé,StadeBrestois29,3,1,1977,9,7,131
AmiensSC,USNœux-les-Mines,2,0,1977,9,8,151
AngersSCO,RCLens,3,2,1977,9,9,106
Angoulême,BourgesFC,6,0,1977,9,10,27
ASBéziers,ParisFC,1,0,1977,9,14,99
ASCannes,ACArlesAvignon,3,0,1977,9,15,3
ASMonaco,AJAuxerre,1,1,1977,9,20,6
ASNancyLorraine,FCMetz,4,1,1977,9,21,61
Châteauroux,ChaumontFC,3,0,1977,9,32,33
FCGueugnon,EntenteFontainebleau,2,0,1977,9,56,46
FCLorient,RCStrasbourg,0,1,1977,9,59,111
FCMartigues,FCSète34,3,0,1977,9,60,67
FCSochaux-Montbéliard,OlympiquedeMarseille,1,2,1977,9,69,94
LOSC,FCNantes,1,3,1977,9,84,65
NîmesOlympique,OGCNice,3,2,1977,9,90,91
OlympiqueLyonnais,ValenciennesFC,2,0,1977,9,96,155
ParisSaint-Germain,ASSaint-Etienne,2,0,1977,9,101,24
QuimperCornouailleFC,SRSaint-Dié,4,1,1977,9,103,130
RedStarFC,FCAvignon,2,0,1977,9,112,55
SASpinalien,ToursFC,1,1,1977,9,116,141
SCBastia,ESTACTroyes,3,0,1977,9,118,49
SCHazebrouckois,USLDunkerque,0,0,1977,9,120,148
SCToulon,ToulouseFC,3,0,1977,9,122,140
SMCaen,FCRouen1899,2,3,1977,9,123,66
StadedeReims,GirondinsdeBordeaux,2,1,1977,9,134,74
StadeRennaisFC,StadeLavallois,1,3,1977,9,138,136
USBoulogneCO,BesançonRC,1,1,1977,9,146,26
USTavaux,GazélecFCAjaccio,1,3,1977,9,154,72
ACArlesAvignon,FCGueugnon,1,1,1977,8,3,56
AJAuxerre,USTavaux,2,0,1977,8,6,154
ASSaint-Etienne,StadeRennaisFC,4,0,1977,8,24,138
BesançonRC,AmicaledeLucé,1,2,1977,8,26,7
BourgesFC,ASBéziers,4,0,1977,8,27,14
ChaumontFC,SMCaen,3,1,1977,8,33,123
EntenteFontainebleau,FCMartigues,2,0,1977,8,46,60
ESTACTroyes,AngersSCO,1,1,1977,8,49,9
FCAvignon,SCToulon,3,1,1977,8,55,122
FCMetz,FCSochaux-Montbéliard,2,0,1977,8,61,69
FCNantes,ASNancyLorraine,3,1,1977,8,65,21
FCRouen1899,AmiensSC,3,1,1977,8,66,8
FCSète34,Angoulême,1,2,1977,8,67,10
GazélecFCAjaccio,RedStarFC,2,0,1977,8,72,112
GirondinsdeBordeaux,NîmesOlympique,0,0,1977,8,74,90
OGCNice,StadedeReims,2,3,1977,8,91,134
OlympiquedeMarseille,SCBastia,4,1,1977,8,94,118
ParisFC,ASCannes,3,0,1977,8,99,15
RCLens,ParisSaint-Germain,3,3,1977,8,106,101
RCStrasbourg,Châteauroux,0,2,1977,8,111,32
SRSaint-Dié,SASpinalien,1,0,1977,8,130,116
StadeBrestois29,QuimperCornouailleFC,2,0,1977,8,131,103
StadeLavallois,OlympiqueLyonnais,3,0,1977,8,136,96
ToulouseFC,ASMonaco,2,2,1977,8,140,20
ToursFC,USBoulogneCO,0,0,1977,8,141,146
USLDunkerque,FCLorient,2,0,1977,8,148,59
USNœux-les-Mines,SCHazebrouckois,0,3,1977,8,151,120
ValenciennesFC,LOSC,1,0,1977,8,155,84
AmicaledeLucé,SMCaen,3,0,1977,7,7,123
AmiensSC,ChaumontFC,1,0,1977,7,8,33
AngersSCO,StadeLavallois,1,1,1977,7,9,136
Angoulême,ToulouseFC,3,1,1977,7,10,140
ASCannes,BourgesFC,4,1,1977,7,15,27
ASMonaco,GazélecFCAjaccio,2,0,1977,7,20,72
ASNancyLorraine,GirondinsdeBordeaux,7,3,1977,7,21,74
Châteauroux,SRSaint-Dié,0,0,1977,7,32,130
ESTACTroyes,OlympiquedeMarseille,0,0,1977,7,49,94
FCGueugnon,AJAuxerre,0,1,1977,7,56,6
FCLorient,USNœux-les-Mines,2,0,1977,7,59,151
FCMartigues,ACArlesAvignon,3,0,1977,7,60,3
FCSète34,EntenteFontainebleau,0,1,1977,7,67,46
FCSochaux-Montbéliard,ValenciennesFC,2,1,1977,7,69,155
LOSC,ASSaint-Etienne,1,0,1977,7,84,24
NîmesOlympique,RCLens,0,2,1977,7,90,106
OlympiqueLyonnais,OGCNice,4,1,1977,7,96,91
ParisSaint-Germain,StadedeReims,2,1,1977,7,101,134
QuimperCornouailleFC,FCRouen1899,1,1,1977,7,103,66
RCStrasbourg,USLDunkerque,3,0,1977,7,111,148
RedStarFC,ASBéziers,3,0,1977,7,112,14
SASpinalien,BesançonRC,4,4,1977,7,116,26
SCBastia,FCMetz,2,0,1977,7,118,61
SCHazebrouckois,ToursFC,4,1,1977,7,120,141
SCToulon,ParisFC,1,0,1977,7,122,99
StadeRennaisFC,FCNantes,2,1,1977,7,138,65
USBoulogneCO,StadeBrestois29,2,0,1977,7,146,131
USTavaux,FCAvignon,0,0,1977,7,154,55
ACArlesAvignon,RedStarFC,1,0,1977,6,3,112
AJAuxerre,SCToulon,3,0,1977,6,6,122
ASBéziers,ASCannes,1,1,1977,6,14,15
ASSaint-Etienne,FCSochaux-Montbéliard,2,0,1977,6,24,69
